record_id,report_id,filer_cpf_id,filer_name,date,amount,vendor,clarified_name,purpose,clarified_purpose,record_type_description,source_link,vendor_ids,vendor_names,vendor_groups,vendor_eras,confidences
1957733,1022316,16408,"Tyler, Chynah",3/2/2026,21.24,Google ChatGPT                              650-2530000  CA 24204296059001084261086 RECURRING           CKCD,,CHECKCARD,Vendor error - subscription renewed after cancellation. Working with vendor and bank to refund.,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022316,openai,OpenAI (ChatGPT),general_purpose,generative,high
1981655,1032508,16408,"Tyler, Chynah",6/29/2026,21.24,GOOGLE*ChatGPT g.co/helppay#CA 24692166179408270937610 RECURRING CKCD,,CHECKCARD,Vendor error - subscription renewed after cancellation. Working with vendor and bank to refund.,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032508,openai,OpenAI (ChatGPT),general_purpose,generative,high
2005886,1042220,16408,"Tyler, Chynah",8/28/2026,21.24,GOOGLE*ChatGPT855-836-3987CA24692166240403812060430RECURRINGCKCD,,CHECKCARD,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1042220,openai,OpenAI (ChatGPT),general_purpose,generative,high
1969472,1027790,15829,"Ultrino, Steven",5/13/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,monthly subscription fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027790,openai,OpenAI (ChatGPT),general_purpose,generative,high
1978089,1031624,15829,"Ultrino, Steven",6/15/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Monthly subscription fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031624,openai,OpenAI (ChatGPT),general_purpose,generative,high
2003198,1041501,15829,"Ultrino, Steven",8/3/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE,monthly subscription fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041501,openai,OpenAI (ChatGPT),general_purpose,generative,high
2003205,1041501,15829,"Ultrino, Steven",8/13/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE,Monthly subscription fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041501,openai,OpenAI (ChatGPT),general_purpose,generative,high
1967000,1026934,16742,"Vargas, Andres X.",5/1/2026,5.31,ANTHROPIC SAN FRANCISCO CA G0A3LMSE,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1026934,anthropic,Anthropic (Claude),general_purpose,generative,high
1976670,1031176,16742,"Vargas, Andres X.",6/3/2026,10.63,ANTHROPIC SAN FRANCISCO CA G0A3LMSE,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031176,anthropic,Anthropic (Claude),general_purpose,generative,high
1976665,1031176,16742,"Vargas, Andres X.",6/1/2026,21.25,ANTHROPIC* CLAUDE SUB SAN FRANCISCO CA,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031176,anthropic,Anthropic (Claude),general_purpose,generative,high
1986508,1035719,16742,"Vargas, Andres X.",7/1/2026,21.25,ANTHROPIC* CLAUDE SUB SAN FRANCISCO CA,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035719,anthropic,Anthropic (Claude),general_purpose,generative,high
1999438,1040691,16742,"Vargas, Andres X.",8/3/2026,21.25,ANTHROPIC* CLAUDE SUB SAN FRANCISCO CA,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1040691,anthropic,Anthropic (Claude),general_purpose,generative,high
1950668,1019073,16742,"Vargas, Andres X.",3/2/2026,21.25,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1019073,anthropic,Anthropic (Claude),general_purpose,generative,high
1959564,1023300,16742,"Vargas, Andres X.",4/1/2026,21.25,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1023300,anthropic,Anthropic (Claude),general_purpose,generative,high
1967001,1026934,16742,"Vargas, Andres X.",5/1/2026,21.25,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,,POS Purchase,Software Service - AI Tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1026934,anthropic,Anthropic (Claude),general_purpose,generative,high
1850041,971329,16893,"Vitolo, Thomas J.",4/28/2025,10.63,MIDJOURNEY INC,,,IT (refunded the following day),Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=971329,midjourney,Midjourney,general_purpose,generative,high
1777228,936124,18730,"White, Patrick",7/31/2024,300.0,Donoratlas,,,List research tool,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=936124,donoratlas,DonorAtlas,political_specific,generative,high
1801438,946006,18730,"White, Patrick",9/3/2024,300.0,Donoratlas,,,Donor research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=946006,donoratlas,DonorAtlas,political_specific,generative,high
1760451,926510,18730,"White, Patrick",4/29/2024,20.0,WWW.Perplexity.AI,,,Position research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=926510,perplexity,Perplexity AI,general_purpose,generative,high
1764268,929064,18730,"White, Patrick",5/28/2024,20.0,WWW.Perplexity.AI,,,Research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=929064,perplexity,Perplexity AI,general_purpose,generative,high
1774266,933619,18730,"White, Patrick",6/28/2024,20.0,WWW.Perplexity.AI,,,Research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=933619,perplexity,Perplexity AI,general_purpose,generative,high
1777226,936124,18730,"White, Patrick",7/29/2024,20.0,WWW.Perplexity.AI,,,Research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=936124,perplexity,Perplexity AI,general_purpose,generative,high
1788364,940936,18730,"White, Patrick",8/28/2024,20.0,WWW.Perplexity.AI,,,Research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=940936,perplexity,Perplexity AI,general_purpose,generative,high
1751707,922087,18730,"White, Patrick",3/28/2024,20.0,WWW.Perplexity.AL,Perplexity,,Position research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=922087,perplexity,Perplexity AI,general_purpose,generative,high
1936246,1011403,17673,"Wilson, Jacob",1/2/2026,21.25,(FIS) OPENAI *CHATGPT 1455 3rd Street SAN FRANCISCO CA(4302),OpenAI,POS Withdrawal,campaign AI subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1011403,openai,OpenAI (ChatGPT),general_purpose,generative,high
1942942,1014814,17673,"Wilson, Jacob",2/2/2026,21.25,(FIS) OPENAI *CHATGPT 1455 3rd Street SAN FRANCISCO CA(4302),,POS Withdrawal,Campaign AI Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1014814,openai,OpenAI (ChatGPT),general_purpose,generative,high
1949684,1018671,17673,"Wilson, Jacob",3/2/2026,21.25,(FIS) OPENAI *CHATGPT 1455 3rd Street SAN FRANCISCO CA(4302),,POS Withdrawal,Campaign AI Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1018671,openai,OpenAI (ChatGPT),general_purpose,generative,high
1958894,1023047,17673,"Wilson, Jacob",4/1/2026,21.25,(FIS) OPENAI *CHATGPT 1455 3rd Street SAN FRANCISCO CA(4302),,POS Withdrawal,Campaign AI Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1023047,openai,OpenAI (ChatGPT),general_purpose,generative,high
1967290,1027054,17673,"Wilson, Jacob",5/1/2026,21.25,(FIS) OPENAI *CHATGPT 1455 3rd Street SAN FRANCISCO CA(4302),OpenAI,POS Withdrawal,Data Synthesis,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027054,openai,OpenAI (ChatGPT),general_purpose,generative,high
1859230,975685,17673,"Wilson, Jacob",5/1/2025,255.0,(FIS) OTTER.AI 800 W. El Camio Rea MOUNTAIN VIEW CA(4302),Otter.AI,POS Withdrawal,AI meeting notetaker/transcription/insights services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=975685,otter_ai,Otter.ai,general_purpose,legacy,high
1967292,1027054,17673,"Wilson, Jacob",5/1/2026,255.0,(FIS) OTTER.AI 800 West El Camino MOUNTAIN VIEW CA(4302),Otter.ai Inc,POS Withdrawal,meeting transcripts,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027054,otter_ai,Otter.ai,general_purpose,legacy,high
1897217,993206,17550,"Worrell, Brian",9/29/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,computer app subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=993206,openai,OpenAI (ChatGPT),general_purpose,generative,high
1908692,998157,17550,"Worrell, Brian",10/29/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,Ai software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998157,openai,OpenAI (ChatGPT),general_purpose,generative,high
1925719,1005921,17550,"Worrell, Brian",12/1/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1005921,openai,OpenAI (ChatGPT),general_purpose,generative,high
1925755,1005921,17550,"Worrell, Brian",12/29/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1005921,openai,OpenAI (ChatGPT),general_purpose,generative,high
1945933,1016020,17550,"Worrell, Brian",2/2/2026,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1016020,openai,OpenAI (ChatGPT),general_purpose,generative,high
1953325,1019809,17550,"Worrell, Brian",3/2/2026,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1019809,openai,OpenAI (ChatGPT),general_purpose,generative,high
1970838,1028170,17550,"Worrell, Brian",5/29/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE          ,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028170,openai,OpenAI (ChatGPT),general_purpose,generative,high
1979786,1031999,17550,"Worrell, Brian",6/29/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE          ,Ai software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031999,openai,OpenAI (ChatGPT),general_purpose,generative,high
1993587,1037860,17550,"Worrell, Brian",7/29/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE,computer software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037860,openai,OpenAI (ChatGPT),general_purpose,generative,high
2002576,1041407,17550,"Worrell, Brian",8/31/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041407,openai,OpenAI (ChatGPT),general_purpose,generative,high
1979770,1031999,17550,"Worrell, Brian",6/23/2026,106.25,OPENAI* CHATGP,,DBT PURCHASE          ,Ai software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031999,openai,OpenAI (ChatGPT),general_purpose,generative,high
1853849,972707,15563,"Wu, Michelle",4/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLO,,POS Purchase,Teleconference software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=972707,otter_ai,Otter.ai,general_purpose,legacy,high
1859801,975818,15563,"Wu, Michelle",5/19/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLO,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=975818,otter_ai,Otter.ai,general_purpose,legacy,high
1868960,979641,15563,"Wu, Michelle",6/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLO,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=979641,otter_ai,Otter.ai,general_purpose,legacy,high
1877849,984331,15563,"Wu, Michelle",7/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=984331,otter_ai,Otter.ai,general_purpose,legacy,high
1885810,988303,15563,"Wu, Michelle",8/18/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=988303,otter_ai,Otter.ai,general_purpose,legacy,high
1898154,993299,15563,"Wu, Michelle",9/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=993299,otter_ai,Otter.ai,general_purpose,legacy,high
1908536,998129,15563,"Wu, Michelle",10/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998129,otter_ai,Otter.ai,general_purpose,legacy,high
1916739,1002084,15563,"Wu, Michelle",11/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002084,otter_ai,Otter.ai,general_purpose,legacy,high
1923199,1005227,15563,"Wu, Michelle",12/17/2025,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1005227,otter_ai,Otter.ai,general_purpose,legacy,high
1939108,1012474,15563,"Wu, Michelle",1/20/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1012474,otter_ai,Otter.ai,general_purpose,legacy,high
1944035,1015389,15563,"Wu, Michelle",2/17/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1015389,otter_ai,Otter.ai,general_purpose,legacy,high
1954819,1020216,15563,"Wu, Michelle",3/17/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1020216,otter_ai,Otter.ai,general_purpose,legacy,high
1962820,1024390,15563,"Wu, Michelle",4/17/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1024390,otter_ai,Otter.ai,general_purpose,legacy,high
1971304,1028321,15563,"Wu, Michelle",5/18/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028321,otter_ai,Otter.ai,general_purpose,legacy,high
1979021,1031906,15563,"Wu, Michelle",6/17/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031906,otter_ai,Otter.ai,general_purpose,legacy,high
1988445,1036448,15563,"Wu, Michelle",7/17/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1036448,otter_ai,Otter.ai,general_purpose,legacy,high
2007301,1042325,15563,"Wu, Michelle",8/17/2026,36.1,OTTER.AI MOUNTAIN VIEW CA SEATLOQF,,POS Purchase,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1042325,otter_ai,Otter.ai,general_purpose,legacy,high
